"sim1","sim2","sim3"
-5.13555849907915,-2.07103675675683,-5.10435493107985
-5.13758761885689,-1.9613347024097,-5.24191487347062
-5.0684768393123,-1.96985923243694,-5.19203382711373
-5.14716539590755,-2.08177407427208,-5.15652375489196
-5.11353356918976,-2.09115238849916,-5.0430672839733
-4.98905162936051,-2.23712024227916,-4.8294003495884
-4.98661648587565,-2.25191338654989,-5.26712477266221
-5.33765011768251,-2.10650832722025,-5.29076661120926
-5.38016944441138,-1.89653333295554,-5.54779259340959
-5.42149941662532,-1.95208181620832,-5.13346185981519
5.3764236905734,1.851122607032,5.12907311984251
5.13390375674856,1.97012787078556,5.19658818581916
5.16373830390942,2.04278251438647,5.10713292549788
5.07287792269934,2.11257888013416,5.06380727524679
5.14011140669462,1.9281346418379,5.05733287134914
5.07592565292352,2.01221689815456,4.91869211287714
4.97742024450605,1.81115949737365,5.16548406263164
4.91973405821295,1.86883978922259,5.37135048545909
4.93234798232693,1.79399105469903,4.98065722909472
4.76973039245955,1.82787841698183,4.83070862025653
-5.36611159575095,-1.89828588587868,-5.23564528086445
-5.23663885170924,-1.95920076859533,-5.11014930218586
-4.95136711218199,-2.02454228426934,-5.12393664480128
-4.91736677507885,-2.0263319640877,-5.14595475781607
-5.11793417654995,-2.02674927935873,-4.92807698359644
-5.1069762748116,-2.01750512033794,-4.97857259707416
-5.14462310385806,-2.18119235414003,-5.20772184478686
-5.20562006141744,-2.12646574767815,-5.26678794828008
-5.27604824175585,-2.01180489296039,-5.41508735926269
-5.33858319083628,-1.99908887794027,-5.38737460551518
5.30610916903716,1.93620351797671,5.12978294941367
5.22331643121994,1.84034984698664,5.1481083427663
4.99514860777093,2.11945612524837,5.02594052245413
5.18273239265747,2.06131356240256,5.08890396868203
5.02250823763628,2.07228749995556,5.16609568074431
5.25265494432742,2.03559299331564,5.14557165867391
4.97404603406979,1.86757702116111,5.34112846894618
5.07013541015348,1.93250323428531,5.42508949417761
4.90273189341803,2.05143251717956,5.2837177214366
4.82559975324997,1.86521144590126,5.21014602207887
-5.03913259386609,-1.95214905202117,-5.20971245112829
-5.05316360504955,-1.89122535322747,-5.17890488436031
-4.90593716255308,-2.15112252653454,-5.10358662651982
-5.12007844815657,-1.9117735909868,-5.27829006400898
-5.07447821095289,-1.99657573235052,-5.06995420157986
-4.97634230475503,-1.90390466790498,-5.1432757008011
-5.0415649105372,-2.08663064393058,-5.10667932936389
-4.99225807995949,-2.08592118604648,-5.17552411938192
-5.00783414312151,-1.86827359096419,-5.35748063546885
-5.05815196389022,-1.95723246757399,-5.5651009009474
5.23133221367534,2.07870397705976,5.25504455169561
5.21047304906067,2.01475039212997,5.0899777260564
5.16041444677311,2.05418199997476,5.19645642681865
5.2560544388301,2.08299609771124,5.00471551767292
5.10032744621294,2.09251268887523,5.1599737933286
5.09113414125736,2.12260470965973,5.12448777813408
5.19029270789316,2.01389260371335,5.11894506567525
4.86054392654643,1.9012530394943,5.20603228480401
4.93365300830948,2.00755498175117,5.31461351112423
5.29545387583175,2.05874476183614,5.03628766160476
-4.82867383530366,-1.83699436964182,-5.32813866257318
-4.86413460217738,-1.88820828668208,-5.04090438372525
-4.8205401020989,-1.91117651483577,-4.98021827666299
-4.98486451519658,-1.88244384850558,-4.93574381575903
-5.09078245465355,-1.90610439953863,-5.08293170321944
-4.91575185128276,-1.93010519256261,-5.26136209985621
-4.91334640273552,-1.86465704660957,-5.20021113566131
-5.03876466179243,-1.82941338176144,-5.24838066116386
-4.90015517345547,-1.79380096120595,-5.3287255366257
-4.99672145039086,-1.60368081384111,-5.50001311183739
5.15155664599156,2.13214268296958,5.19791807028728
