"sim1","sim2","sim3"
-5.15389719848643,-1.80689547007953,-4.3064402461448
-5.0898122380366,-2.05019691672085,-4.37191577347311
-4.62830017611955,-2.0946278735054,-4.5174090693634
-4.7180483691684,-2.03255909060539,-4.53316892750209
-4.92843465854325,-1.6389221595761,-4.56415971140001
4.48374705732454,2.3939230313445,1.19071707822289
4.52846363634505,2.58893999676909,1.84441945133019
4.99896240492258,2.671257654312,1.73367999924404
4.88038447958363,2.62890394243449,1.44460168442742
4.48980313958575,2.48277908814333,1.43963874833693
-5.19673056093917,-1.95022972191599,-4.25536246018879
-5.267734745341,-2.01553277303188,-4.01817468933662
-4.82209537514789,-1.97904763198471,-4.34981460796684
-4.68004667337632,-1.96810732921372,-4.39987346454587
-4.6428430498001,-1.80307912092657,-4.45210002992835
4.57732324347497,2.41467843966838,1.41510649696661
4.46509155094282,2.64069793472488,1.60932169416941
4.63025719710554,2.62570063355294,1.58918013325953
4.72157153461341,2.4396523581453,1.57302935893676
4.39152045179693,2.63089839078093,1.24636832732588
-5.3934092075155,-2.16756581145223,-4.34508606523023
-5.34188144064577,-2.2419035474976,-4.23078400539411
-5.11004015226226,-2.22171835551007,-4.14177756394115
-4.92447414811587,-2.06608703003482,-4.61897530927639
-4.75151611893888,-2.05089224870569,-4.62037684997234
4.61195890018475,2.69461951874491,1.43472841827239
4.63607001238953,2.809109805498,1.44599610791272
4.47496199229116,2.71995147300587,1.48118067389208
4.26892813244007,2.60994132583169,1.76755010960534
4.4667082965461,2.67190079596669,1.82046102112214
-5.16181275637506,-2.08985765766123,-4.44289807012069
-5.16221544719067,-2.15936369630779,-4.59395350499803
-4.86184486400112,-2.3004540663062,-4.65307571018148
-4.99731059560824,-2.19571112738307,-4.58585362466696
-4.75785832768698,-2.35116576884678,-4.23950304337701
4.41002553545284,3.1301121483398,1.53050792983192
4.21264368137336,2.8695632931173,1.6138080519265
4.15049036998456,2.72334171423439,1.57684712091417
4.05324447934538,2.70076977033691,1.5285943903779
4.25141009277715,2.76924725211337,1.96466417739466
-4.7555097832991,-2.31391041446532,-4.45840300537225
-5.16914036035217,-2.18523105588392,-4.28324527673085
-4.88769572047292,-2.12725068858041,-4.29162101253517
-5.16845826252606,-2.37855408386851,-4.28949167782897
-5.26634951744393,-2.37053087422975,-4.15741840822536
4.63672554427346,3.1246568788411,1.25713337849429
4.45528045596496,2.82866504628271,1.38541319417321
4.18009443775217,2.54837375369871,1.55117189460311
4.06578359622871,2.26526519592411,1.77722631551928
4.14568156608474,2.50825234672233,1.8675050644286
-4.79588609203365,-1.88043494374198,-4.57690335285284
-4.80217641862062,-1.75848143456188,-4.27831266538815
-5.02134883329819,-2.096211542369,-4.20334915926301
-4.98480736771064,-2.21608245596779,-4.29422759456732
-5.13805568559032,-2.53377078728494,-4.45172126427771
-0.200404101077332,0.0983879299090629,-0.820017028546356
0.0980195479487836,-0.207938987636845,-0.788996323895036
0.118980268169308,-0.322380979062324,-0.688663535748382
0.278046628673095,-0.0619671868892919,-0.714430324305294
0.268704491366217,-0.23715947001263,-0.440146787977988
-4.74632288923503,-1.76440677741572,-4.26270761596756
-4.86152304280893,-1.91541019111615,-4.30829766307462
-5.0668782059778,-2.19626905484133,-4.48972005910834
-4.88445343913668,-1.97697835155749,-4.5603490805427
-4.99624706593625,-2.06130154387541,-4.17290551023001
-0.271758807346442,-0.18862619906506,-0.949829223858488
-0.0106975901935795,-0.246942593431864,-0.554667861080054
0.23349398054755,-0.0892445742909855,-0.747352140505853
0.434562331791839,0.0581415889073831,-0.963390942214222
0.141185406010369,-0.0562032257325537,-0.477277385622957
-4.91509406746275,-2.00187191887022,-4.40370856320671
-4.83496950523728,-2.15265076906311,-4.44055423710974
-5.05400410861624,-2.02627064308818,-4.30715068010648
-4.88842547550672,-1.96886758832657,-4.42967016376873
-4.8760334822888,-2.01553812858222,-4.36448816348933
-0.284350256171845,-0.196873041974781,-0.788914559666831
0.0900678302566956,-0.147847552336271,-0.749590487803282
0.244086903269294,0.013624933003164,-0.824154105304738
0.274771335078631,0.0925004146185494,-0.743001878477933
0.0133547969748358,-0.109795392975652,-0.900169637981492
-5.2954801091325,-2.06605339998889,-4.16338089129666
-5.32049464638555,-2.14793159359039,-3.84045151676978
-5.00156830714399,-2.10057863700816,-4.06823655979049
-4.79082302302175,-2.14746521579585,-4.02861849276622
-4.77734460639162,-2.07337105887758,-4.15523633146802
-0.0195767913307386,-0.536233214668612,-0.833724158216888
0.0544312733855242,-0.203205754614301,-0.882934645631796
0.235427030254969,-0.00942005005800008,-0.861971635715369
-0.0590981340436747,0.169503756672483,-0.818538275616767
0.169156775605311,0.0587206564643653,-0.859289610585869
-4.98627375386764,-2.18783978411748,-3.90065039012695
-5.0723150933687,-2.35354858349482,-4.23888260761748
-4.8769428219433,-2.21373085677036,-4.12011960538998
-5.03273634912239,-2.16773110016188,-4.18578525851257
-5.06644199279639,-2.34072704125694,-4.2299902037835
0.146815192767121,-0.0105994875009278,-0.89010832670857
0.0485268333580427,-0.0299125092425005,-1.11655835430949
0.224453966609394,-0.0285975427727869,-0.886395077999859
0.0500411724428274,0.093804795015812,-0.908347734629875
0.299795402429299,0.167225037390542,-1.19478957473272
